#Apply the patch from openhevc_remove_fill_ref_sample_in_xmem2.patch
func_name,is_array,offset,varname,dir,width,depth,remark
fill_ref_samples_mtdma_top_wrp,0,708,log2TrSize_c,in,3,1,
fill_ref_samples_mtdma_top_wrp,0,712,bNeighborFlags_c,in,65,1,
#hevc_find_frame_end_hls,0,0,buff_size_i,in,32,1,apcall_arg
hevc_find_frame_end_hls,0,0,state64_i,in,64,1,
hevc_find_frame_end_hls,0,0,state64_o,out,64,1,
hevc_find_frame_end_hls,0,8,frame_start_found_i,in,32,1,
hevc_find_frame_end_hls,0,8,frame_start_found_o,out,32,1,
#intra_prediction_unit_ex_hls,0,0,x0,in,32,1,apcall_arg
#intra_prediction_unit_ex_hls,0,0,y0,in,32,1,apcall_arg
#intra_prediction_unit_ex_hls,0,0,log2_cb_size,in,32,1,apcall_arg
intra_prediction_unit_ex_hls,1,520,prev_intra_luma_pred_flag_0_i,in,8,4,(complete partition) parent_func
intra_prediction_unit_ex_hls,1,520,prev_intra_luma_pred_flag_0_o,out,8,4,(complete partition) parent_func
intra_prediction_unit_ex_hls,1,521,prev_intra_luma_pred_flag_1_i,in,8,4,(complete partition) parent_func
intra_prediction_unit_ex_hls,1,521,prev_intra_luma_pred_flag_1_o,out,8,4,(complete partition) parent_func
intra_prediction_unit_ex_hls,1,522,prev_intra_luma_pred_flag_2_i,in,8,4,(complete partition) parent_func
intra_prediction_unit_ex_hls,1,522,prev_intra_luma_pred_flag_2_o,out,8,4,(complete partition) parent_func
intra_prediction_unit_ex_hls,1,523,prev_intra_luma_pred_flag_3_i,in,8,4,(complete partition) parent_func
intra_prediction_unit_ex_hls,1,523,prev_intra_luma_pred_flag_3_o,out,8,4,(complete partition) parent_func
intra_prediction_unit_ex_hls,0,564,part_mode,in,8,1,parent_func
intra_prediction_unit_ex_hls,0,396,min_pu_width,in,32,1,parent_func
intra_prediction_unit_ex_hls,0,372,log2_min_pu_size,in,32,1,parent_func
intra_prediction_unit_ex_hls,0,360,log2_ctb_size,in,32,1,parent_func
intra_prediction_unit_ex_hls,0,604,ctb_up_flag,in,8,1,parent_func
intra_prediction_unit_ex_hls,0,608,ctb_left_flag,in,8,1,parent_func
intra_prediction_unit_ex_hls,1,512,pu_intra_pred_mode_0_i,in,8,4,(complete partition) parent_func
intra_prediction_unit_ex_hls,1,512,pu_intra_pred_mode_0_o,out,8,4,(complete partition) parent_func
intra_prediction_unit_ex_hls,1,513,pu_intra_pred_mode_1_i,in,8,4,(complete partition) parent_func
intra_prediction_unit_ex_hls,1,513,pu_intra_pred_mode_1_o,out,8,4,(complete partition) parent_func
intra_prediction_unit_ex_hls,1,514,pu_intra_pred_mode_2_i,in,8,4,(complete partition) parent_func
intra_prediction_unit_ex_hls,1,514,pu_intra_pred_mode_2_o,out,8,4,(complete partition) parent_func
intra_prediction_unit_ex_hls,1,515,pu_intra_pred_mode_3_i,in,8,4,(complete partition) parent_func
intra_prediction_unit_ex_hls,1,515,pu_intra_pred_mode_3_o,out,8,4,(complete partition) parent_func
intra_prediction_unit_ex_hls,1,508,pu_chroma_mode_c_0,out,8,4,(complete partition) parent_func
intra_prediction_unit_ex_hls,1,509,pu_chroma_mode_c_1,out,8,4,(complete partition) parent_func
intra_prediction_unit_ex_hls,1,510,pu_chroma_mode_c_2,out,8,4,(complete partition) parent_func
intra_prediction_unit_ex_hls,1,511,pu_chroma_mode_c_3,out,8,4,(complete partition) parent_func
intra_prediction_unit_ex_hls,1,516,pu_intra_pred_mode_c_0,out,8,4,(complete partition) parent_func
intra_prediction_unit_ex_hls,1,517,pu_intra_pred_mode_c_1,out,8,4,(complete partition) parent_func
intra_prediction_unit_ex_hls,1,518,pu_intra_pred_mode_c_2,out,8,4,(complete partition) parent_func
intra_prediction_unit_ex_hls,1,519,pu_intra_pred_mode_c_3,out,8,4,(complete partition) parent_func
intra_prediction_unit_ex_hls,0,324,chroma_array_type,in,32,1,parent_func
intra_prediction_unit_ex_hls,0,576,max_trafo_depth,out,8,1,parent_func
intra_prediction_unit_ex_hls,0,384,max_transform_hierarchy_depth_intra,in,32,1,parent_func
intra_prediction_unit_ex_hls,0,568,intra_split_flag,in,8,1,parent_func
intra_prediction_unit_ex_hls,0,1252,dc_tab_ipm_p,in,32,1,xmem_dcache_pointer parent_func
#hls_transform_unit_ex_hls,0,0,tid,in,32,1,apcall_arg
#hls_transform_unit_ex_hls,0,0,x0,in,32,1,apcall_arg
#hls_transform_unit_ex_hls,0,0,y0,in,32,1,apcall_arg
#hls_transform_unit_ex_hls,0,0,xBase,in,32,1,apcall_arg
#hls_transform_unit_ex_hls,0,0,yBase,in,32,1,apcall_arg
#hls_transform_unit_ex_hls,0,0,log2_cb_size,in,32,1,apcall_arg
#hls_transform_unit_ex_hls,0,0,log2_size,in,32,1,apcall_arg
#hls_transform_unit_ex_hls,0,0,blk_idx,in,32,1,apcall_arg
hls_transform_unit_ex_hls,0,20,cbf_luma,in,32,1,parent_func
hls_transform_unit_ex_hls,0,16,cbf_data,in,8,1,parent_func
hls_transform_unit_ex_hls,0,1260,dc_min_tb_addr_zs_p,in,32,1,xmem_dcache_pointer parent_func
hls_transform_unit_ex_hls,0,1156,chroma_qp_offset_list_len_minus1,in,8,1,parent_func
hls_transform_unit_ex_hls,0,1264,dc_cb_qp_offset_list_p,in,32,1,xmem_dcache_pointer parent_func
hls_transform_unit_ex_hls,0,1268,dc_cr_qp_offset_list_p,in,32,1,xmem_dcache_pointer parent_func
hls_transform_unit_ex_hls,0,1132,qp_bd_offset,in,32,1,parent_func
hls_transform_unit_ex_hls,0,1272,dc_qp_y_tab_p,in,32,1,xmem_dcache_pointer parent_func
hls_transform_unit_ex_hls,0,560,pred_mode,in,8,1,parent_func
hls_transform_unit_ex_hls,1,336,hshift_0,in,32,3,(complete partition) parent_func
hls_transform_unit_ex_hls,1,340,hshift_1,in,32,3,(complete partition) parent_func
hls_transform_unit_ex_hls,1,344,hshift_2,in,32,3,(complete partition) parent_func
hls_transform_unit_ex_hls,1,348,vshift_0,in,32,3,(complete partition) parent_func
hls_transform_unit_ex_hls,1,352,vshift_1,in,32,3,(complete partition) parent_func
hls_transform_unit_ex_hls,1,356,vshift_2,in,32,3,(complete partition) parent_func
hls_transform_unit_ex_hls,0,484,tu_intra_pred_mode,in,32,1,parent_func
hls_transform_unit_ex_hls,0,488,tu_intra_pred_mode_c,in,32,1,parent_func
hls_transform_unit_ex_hls,0,572,cu_transquant_bypass_flag,in,8,1,parent_func
hls_transform_unit_ex_hls,0,492,tu_cu_qp_offset_cb,out,8,1,parent_func
hls_transform_unit_ex_hls,0,496,tu_cu_qp_offset_cr,out,8,1,parent_func
hls_transform_unit_ex_hls,0,536,qp_y_i,in,8,1,parent_func
hls_transform_unit_ex_hls,0,536,qp_y_o,out,8,1,parent_func
hls_transform_unit_ex_hls,0,168,log2_trafo_size,out,32,1,parent_func
hls_transform_unit_ex_hls,0,56,log2_trafo_size_c_i,in,8,1,parent_func
hls_transform_unit_ex_hls,0,56,log2_trafo_size_c_o,out,8,1,parent_func
hls_transform_unit_ex_hls,0,48,scan_idx_i,in,8,1,parent_func
hls_transform_unit_ex_hls,0,48,scan_idx_o,out,8,1,parent_func
hls_transform_unit_ex_hls,0,52,scan_idx_c,out,8,1,parent_func
hls_transform_unit_ex_hls,0,1136,cmdr_run_i,in,8,1,parent_func
hls_transform_unit_ex_hls,0,1136,cmdr_run_o,out,8,1,parent_func
hls_transform_unit_ex_hls,1,1240,buf_data_0,in,32,3,(complete partition) parent_func
hls_transform_unit_ex_hls,1,1244,buf_data_1,in,32,3,(complete partition) parent_func
hls_transform_unit_ex_hls,1,1248,buf_data_2,in,32,3,(complete partition) parent_func
hls_transform_unit_ex_hls,1,1144,xm_linesize_0,in,32,3,(complete partition) parent_func
hls_transform_unit_ex_hls,1,1148,xm_linesize_1,in,32,3,(complete partition) parent_func
hls_transform_unit_ex_hls,1,1152,xm_linesize_2,in,32,3,(complete partition) parent_func
hls_transform_unit_ex_hls,0,1140,pixel_shift,in,32,1,parent_func
hls_transform_unit_ex_hls,0,160,nPbW,out,32,1,parent_func
hls_transform_unit_ex_hls,0,164,nPbH,out,32,1,parent_func
hls_transform_unit_ex_hls,0,580,cand_up,out,1,1,parent_func
hls_transform_unit_ex_hls,0,584,cand_left,out,1,1,parent_func
hls_transform_unit_ex_hls,0,588,cand_up_left,out,1,1,parent_func
hls_transform_unit_ex_hls,0,592,cand_up_right_sap,out,1,1,parent_func
hls_transform_unit_ex_hls,0,596,cand_up_right,out,1,1,parent_func
hls_transform_unit_ex_hls,0,600,cand_bottom_left_i,in,1,1,parent_func
hls_transform_unit_ex_hls,0,600,cand_bottom_left_o,out,1,1,parent_func
hls_transform_unit_ex_hls,0,1488,cand_up_c,out,1,1,parent_func
hls_transform_unit_ex_hls,0,1492,cand_left_c,out,1,1,parent_func
hls_transform_unit_ex_hls,0,1496,cand_up_left_c,out,1,1,parent_func
hls_transform_unit_ex_hls,0,1500,cand_up_right_sap_c,out,1,1,parent_func
hls_transform_unit_ex_hls,0,1504,cand_up_right_c,out,1,1,parent_func
hls_transform_unit_ex_hls,0,1508,cand_bottom_left_c_i,in,1,1,parent_func
hls_transform_unit_ex_hls,0,1508,cand_bottom_left_c_o,out,1,1,parent_func
hls_transform_unit_ex_hls,0,360,log2_ctb_size,in,32,1,parent_func
hls_transform_unit_ex_hls,0,604,ctb_up_flag,in,1,1,parent_func
hls_transform_unit_ex_hls,0,608,ctb_left_flag,in,1,1,parent_func
hls_transform_unit_ex_hls,0,612,ctb_up_left_flag,in,1,1,parent_func
hls_transform_unit_ex_hls,0,616,ctb_up_right_flag,in,1,1,parent_func
hls_transform_unit_ex_hls,0,620,end_of_tiles_x,in,16,1,parent_func
hls_transform_unit_ex_hls,0,624,end_of_tiles_y,in,16,1,parent_func
hls_transform_unit_ex_hls,0,472,tu_is_cu_chroma_qp_offset_coded_i,in,8,1,parent_func
hls_transform_unit_ex_hls,0,472,tu_is_cu_chroma_qp_offset_coded_o,out,8,1,parent_func
hls_transform_unit_ex_hls,0,476,tu_is_cu_qp_delta_coded_i,in,8,1,parent_func
hls_transform_unit_ex_hls,0,476,tu_is_cu_qp_delta_coded_o,out,8,1,parent_func
hls_transform_unit_ex_hls,0,468,tu_cu_qp_delta,out,32,1,parent_func
hls_transform_unit_ex_hls,0,500,tu_cross_pf,out,8,1,parent_func
hls_transform_unit_ex_hls,0,532,first_qp_group_i,in,8,1,parent_func
hls_transform_unit_ex_hls,0,532,first_qp_group_o,out,8,1,parent_func
hls_transform_unit_ex_hls,0,328,chroma_format_idc,in,32,1,parent_func
hls_transform_unit_ex_hls,0,448,cu_chroma_qp_offset_enabled_flag,in,8,1,parent_func
hls_transform_unit_ex_hls,0,428,cu_qp_delta_enabled_flag,in,8,1,parent_func
hls_transform_unit_ex_hls,0,540,qPy_pred,in,32,1,parent_func
hls_transform_unit_ex_hls,0,436,diff_cu_qp_delta_depth,in,32,1,parent_func
hls_transform_unit_ex_hls,0,368,log2_min_cb_size,in,32,1,parent_func
hls_transform_unit_ex_hls,0,392,min_cb_width,in,32,1,parent_func
hls_transform_unit_ex_hls,0,460,slice_qp,in,8,1,parent_func
#hls_transform_unit_ex_hls_dup1,0,0,tid,in,32,1,apcall_arg
#hls_transform_unit_ex_hls_dup1,0,0,x0,in,32,1,apcall_arg
#hls_transform_unit_ex_hls_dup1,0,0,y0,in,32,1,apcall_arg
#hls_transform_unit_ex_hls_dup1,0,0,xBase,in,32,1,apcall_arg
#hls_transform_unit_ex_hls_dup1,0,0,yBase,in,32,1,apcall_arg
#hls_transform_unit_ex_hls_dup1,0,0,log2_cb_size,in,32,1,apcall_arg
#hls_transform_unit_ex_hls_dup1,0,0,log2_size,in,32,1,apcall_arg
#hls_transform_unit_ex_hls_dup1,0,0,blk_idx,in,32,1,apcall_arg
hls_transform_unit_ex_hls_dup1,0,20,cbf_luma,in,32,1,parent_func
hls_transform_unit_ex_hls_dup1,0,16,cbf_data,in,8,1,parent_func
hls_transform_unit_ex_hls_dup1,0,1260,dc_min_tb_addr_zs_p,in,32,1,xmem_dcache_pointer parent_func
hls_transform_unit_ex_hls_dup1,0,1156,chroma_qp_offset_list_len_minus1,in,8,1,parent_func
hls_transform_unit_ex_hls_dup1,0,1264,dc_cb_qp_offset_list_p,in,32,1,xmem_dcache_pointer parent_func
hls_transform_unit_ex_hls_dup1,0,1268,dc_cr_qp_offset_list_p,in,32,1,xmem_dcache_pointer parent_func
hls_transform_unit_ex_hls_dup1,0,1132,qp_bd_offset,in,32,1,parent_func
hls_transform_unit_ex_hls_dup1,0,1272,dc_qp_y_tab_p,in,32,1,xmem_dcache_pointer parent_func
hls_transform_unit_ex_hls_dup1,0,560,pred_mode,in,8,1,parent_func
hls_transform_unit_ex_hls_dup1,1,336,hshift_0,in,32,3,(complete partition) parent_func
hls_transform_unit_ex_hls_dup1,1,340,hshift_1,in,32,3,(complete partition) parent_func
hls_transform_unit_ex_hls_dup1,1,344,hshift_2,in,32,3,(complete partition) parent_func
hls_transform_unit_ex_hls_dup1,1,348,vshift_0,in,32,3,(complete partition) parent_func
hls_transform_unit_ex_hls_dup1,1,352,vshift_1,in,32,3,(complete partition) parent_func
hls_transform_unit_ex_hls_dup1,1,356,vshift_2,in,32,3,(complete partition) parent_func
hls_transform_unit_ex_hls_dup1,0,484,tu_intra_pred_mode,in,32,1,parent_func
hls_transform_unit_ex_hls_dup1,0,488,tu_intra_pred_mode_c,in,32,1,parent_func
hls_transform_unit_ex_hls_dup1,0,572,cu_transquant_bypass_flag,in,8,1,parent_func
hls_transform_unit_ex_hls_dup1,0,492,tu_cu_qp_offset_cb,out,8,1,parent_func
hls_transform_unit_ex_hls_dup1,0,496,tu_cu_qp_offset_cr,out,8,1,parent_func
hls_transform_unit_ex_hls_dup1,0,536,qp_y_i,in,8,1,parent_func
hls_transform_unit_ex_hls_dup1,0,536,qp_y_o,out,8,1,parent_func
hls_transform_unit_ex_hls_dup1,0,168,log2_trafo_size,out,32,1,parent_func
hls_transform_unit_ex_hls_dup1,0,56,log2_trafo_size_c_i,in,8,1,parent_func
hls_transform_unit_ex_hls_dup1,0,56,log2_trafo_size_c_o,out,8,1,parent_func
hls_transform_unit_ex_hls_dup1,0,48,scan_idx_i,in,8,1,parent_func
hls_transform_unit_ex_hls_dup1,0,48,scan_idx_o,out,8,1,parent_func
hls_transform_unit_ex_hls_dup1,0,52,scan_idx_c,out,8,1,parent_func
hls_transform_unit_ex_hls_dup1,0,1136,cmdr_run_i,in,8,1,parent_func
hls_transform_unit_ex_hls_dup1,0,1136,cmdr_run_o,out,8,1,parent_func
hls_transform_unit_ex_hls_dup1,1,1240,buf_data_0,in,32,3,(complete partition) parent_func
hls_transform_unit_ex_hls_dup1,1,1244,buf_data_1,in,32,3,(complete partition) parent_func
hls_transform_unit_ex_hls_dup1,1,1248,buf_data_2,in,32,3,(complete partition) parent_func
hls_transform_unit_ex_hls_dup1,1,1144,xm_linesize_0,in,32,3,(complete partition) parent_func
hls_transform_unit_ex_hls_dup1,1,1148,xm_linesize_1,in,32,3,(complete partition) parent_func
hls_transform_unit_ex_hls_dup1,1,1152,xm_linesize_2,in,32,3,(complete partition) parent_func
hls_transform_unit_ex_hls_dup1,0,1140,pixel_shift,in,32,1,parent_func
hls_transform_unit_ex_hls_dup1,0,160,nPbW,out,32,1,parent_func
hls_transform_unit_ex_hls_dup1,0,164,nPbH,out,32,1,parent_func
hls_transform_unit_ex_hls_dup1,0,580,cand_up,out,1,1,parent_func
hls_transform_unit_ex_hls_dup1,0,584,cand_left,out,1,1,parent_func
hls_transform_unit_ex_hls_dup1,0,588,cand_up_left,out,1,1,parent_func
hls_transform_unit_ex_hls_dup1,0,592,cand_up_right_sap,out,1,1,parent_func
hls_transform_unit_ex_hls_dup1,0,596,cand_up_right,out,1,1,parent_func
hls_transform_unit_ex_hls_dup1,0,600,cand_bottom_left_i,in,1,1,parent_func
hls_transform_unit_ex_hls_dup1,0,600,cand_bottom_left_o,out,1,1,parent_func
hls_transform_unit_ex_hls_dup1,0,1488,cand_up_c,out,1,1,parent_func
hls_transform_unit_ex_hls_dup1,0,1492,cand_left_c,out,1,1,parent_func
hls_transform_unit_ex_hls_dup1,0,1496,cand_up_left_c,out,1,1,parent_func
hls_transform_unit_ex_hls_dup1,0,1500,cand_up_right_sap_c,out,1,1,parent_func
hls_transform_unit_ex_hls_dup1,0,1504,cand_up_right_c,out,1,1,parent_func
hls_transform_unit_ex_hls_dup1,0,1508,cand_bottom_left_c_i,in,1,1,parent_func
hls_transform_unit_ex_hls_dup1,0,1508,cand_bottom_left_c_o,out,1,1,parent_func
hls_transform_unit_ex_hls_dup1,0,360,log2_ctb_size,in,32,1,parent_func
hls_transform_unit_ex_hls_dup1,0,604,ctb_up_flag,in,1,1,parent_func
hls_transform_unit_ex_hls_dup1,0,608,ctb_left_flag,in,1,1,parent_func
hls_transform_unit_ex_hls_dup1,0,612,ctb_up_left_flag,in,1,1,parent_func
hls_transform_unit_ex_hls_dup1,0,616,ctb_up_right_flag,in,1,1,parent_func
hls_transform_unit_ex_hls_dup1,0,620,end_of_tiles_x,in,16,1,parent_func
hls_transform_unit_ex_hls_dup1,0,624,end_of_tiles_y,in,16,1,parent_func
hls_transform_unit_ex_hls_dup1,0,472,tu_is_cu_chroma_qp_offset_coded_i,in,8,1,parent_func
hls_transform_unit_ex_hls_dup1,0,472,tu_is_cu_chroma_qp_offset_coded_o,out,8,1,parent_func
hls_transform_unit_ex_hls_dup1,0,476,tu_is_cu_qp_delta_coded_i,in,8,1,parent_func
hls_transform_unit_ex_hls_dup1,0,476,tu_is_cu_qp_delta_coded_o,out,8,1,parent_func
hls_transform_unit_ex_hls_dup1,0,468,tu_cu_qp_delta,out,32,1,parent_func
hls_transform_unit_ex_hls_dup1,0,500,tu_cross_pf,out,8,1,parent_func
hls_transform_unit_ex_hls_dup1,0,532,first_qp_group_i,in,8,1,parent_func
hls_transform_unit_ex_hls_dup1,0,532,first_qp_group_o,out,8,1,parent_func
hls_transform_unit_ex_hls_dup1,0,328,chroma_format_idc,in,32,1,parent_func
hls_transform_unit_ex_hls_dup1,0,448,cu_chroma_qp_offset_enabled_flag,in,8,1,parent_func
hls_transform_unit_ex_hls_dup1,0,428,cu_qp_delta_enabled_flag,in,8,1,parent_func
hls_transform_unit_ex_hls_dup1,0,540,qPy_pred,in,32,1,parent_func
hls_transform_unit_ex_hls_dup1,0,436,diff_cu_qp_delta_depth,in,32,1,parent_func
hls_transform_unit_ex_hls_dup1,0,368,log2_min_cb_size,in,32,1,parent_func
hls_transform_unit_ex_hls_dup1,0,392,min_cb_width,in,32,1,parent_func
hls_transform_unit_ex_hls_dup1,0,460,slice_qp,in,8,1,parent_func
#hls_transform_unit_ex_hls_dup2,0,0,tid,in,32,1,apcall_arg
#hls_transform_unit_ex_hls_dup2,0,0,x0,in,32,1,apcall_arg
#hls_transform_unit_ex_hls_dup2,0,0,y0,in,32,1,apcall_arg
#hls_transform_unit_ex_hls_dup2,0,0,xBase,in,32,1,apcall_arg
#hls_transform_unit_ex_hls_dup2,0,0,yBase,in,32,1,apcall_arg
#hls_transform_unit_ex_hls_dup2,0,0,log2_cb_size,in,32,1,apcall_arg
#hls_transform_unit_ex_hls_dup2,0,0,log2_size,in,32,1,apcall_arg
#hls_transform_unit_ex_hls_dup2,0,0,blk_idx,in,32,1,apcall_arg
hls_transform_unit_ex_hls_dup2,0,20,cbf_luma,in,32,1,parent_func
hls_transform_unit_ex_hls_dup2,0,16,cbf_data,in,8,1,parent_func
hls_transform_unit_ex_hls_dup2,0,1260,dc_min_tb_addr_zs_p,in,32,1,xmem_dcache_pointer parent_func
hls_transform_unit_ex_hls_dup2,0,1156,chroma_qp_offset_list_len_minus1,in,8,1,parent_func
hls_transform_unit_ex_hls_dup2,0,1264,dc_cb_qp_offset_list_p,in,32,1,xmem_dcache_pointer parent_func
hls_transform_unit_ex_hls_dup2,0,1268,dc_cr_qp_offset_list_p,in,32,1,xmem_dcache_pointer parent_func
hls_transform_unit_ex_hls_dup2,0,1132,qp_bd_offset,in,32,1,parent_func
hls_transform_unit_ex_hls_dup2,0,1272,dc_qp_y_tab_p,in,32,1,xmem_dcache_pointer parent_func
hls_transform_unit_ex_hls_dup2,0,560,pred_mode,in,8,1,parent_func
hls_transform_unit_ex_hls_dup2,1,336,hshift_0,in,32,3,(complete partition) parent_func
hls_transform_unit_ex_hls_dup2,1,340,hshift_1,in,32,3,(complete partition) parent_func
hls_transform_unit_ex_hls_dup2,1,344,hshift_2,in,32,3,(complete partition) parent_func
hls_transform_unit_ex_hls_dup2,1,348,vshift_0,in,32,3,(complete partition) parent_func
hls_transform_unit_ex_hls_dup2,1,352,vshift_1,in,32,3,(complete partition) parent_func
hls_transform_unit_ex_hls_dup2,1,356,vshift_2,in,32,3,(complete partition) parent_func
hls_transform_unit_ex_hls_dup2,0,484,tu_intra_pred_mode,in,32,1,parent_func
hls_transform_unit_ex_hls_dup2,0,488,tu_intra_pred_mode_c,in,32,1,parent_func
hls_transform_unit_ex_hls_dup2,0,572,cu_transquant_bypass_flag,in,8,1,parent_func
hls_transform_unit_ex_hls_dup2,0,492,tu_cu_qp_offset_cb,out,8,1,parent_func
hls_transform_unit_ex_hls_dup2,0,496,tu_cu_qp_offset_cr,out,8,1,parent_func
hls_transform_unit_ex_hls_dup2,0,536,qp_y_i,in,8,1,parent_func
hls_transform_unit_ex_hls_dup2,0,536,qp_y_o,out,8,1,parent_func
hls_transform_unit_ex_hls_dup2,0,168,log2_trafo_size,out,32,1,parent_func
hls_transform_unit_ex_hls_dup2,0,56,log2_trafo_size_c_i,in,8,1,parent_func
hls_transform_unit_ex_hls_dup2,0,56,log2_trafo_size_c_o,out,8,1,parent_func
hls_transform_unit_ex_hls_dup2,0,48,scan_idx_i,in,8,1,parent_func
hls_transform_unit_ex_hls_dup2,0,48,scan_idx_o,out,8,1,parent_func
hls_transform_unit_ex_hls_dup2,0,52,scan_idx_c,out,8,1,parent_func
hls_transform_unit_ex_hls_dup2,0,1136,cmdr_run_i,in,8,1,parent_func
hls_transform_unit_ex_hls_dup2,0,1136,cmdr_run_o,out,8,1,parent_func
hls_transform_unit_ex_hls_dup2,1,1240,buf_data_0,in,32,3,(complete partition) parent_func
hls_transform_unit_ex_hls_dup2,1,1244,buf_data_1,in,32,3,(complete partition) parent_func
hls_transform_unit_ex_hls_dup2,1,1248,buf_data_2,in,32,3,(complete partition) parent_func
hls_transform_unit_ex_hls_dup2,1,1144,xm_linesize_0,in,32,3,(complete partition) parent_func
hls_transform_unit_ex_hls_dup2,1,1148,xm_linesize_1,in,32,3,(complete partition) parent_func
hls_transform_unit_ex_hls_dup2,1,1152,xm_linesize_2,in,32,3,(complete partition) parent_func
hls_transform_unit_ex_hls_dup2,0,1140,pixel_shift,in,32,1,parent_func
hls_transform_unit_ex_hls_dup2,0,160,nPbW,out,32,1,parent_func
hls_transform_unit_ex_hls_dup2,0,164,nPbH,out,32,1,parent_func
hls_transform_unit_ex_hls_dup2,0,580,cand_up,out,1,1,parent_func
hls_transform_unit_ex_hls_dup2,0,584,cand_left,out,1,1,parent_func
hls_transform_unit_ex_hls_dup2,0,588,cand_up_left,out,1,1,parent_func
hls_transform_unit_ex_hls_dup2,0,592,cand_up_right_sap,out,1,1,parent_func
hls_transform_unit_ex_hls_dup2,0,596,cand_up_right,out,1,1,parent_func
hls_transform_unit_ex_hls_dup2,0,600,cand_bottom_left_i,in,1,1,parent_func
hls_transform_unit_ex_hls_dup2,0,600,cand_bottom_left_o,out,1,1,parent_func
hls_transform_unit_ex_hls_dup2,0,1488,cand_up_c,out,1,1,parent_func
hls_transform_unit_ex_hls_dup2,0,1492,cand_left_c,out,1,1,parent_func
hls_transform_unit_ex_hls_dup2,0,1496,cand_up_left_c,out,1,1,parent_func
hls_transform_unit_ex_hls_dup2,0,1500,cand_up_right_sap_c,out,1,1,parent_func
hls_transform_unit_ex_hls_dup2,0,1504,cand_up_right_c,out,1,1,parent_func
hls_transform_unit_ex_hls_dup2,0,1508,cand_bottom_left_c_i,in,1,1,parent_func
